file_id,Question,Generated
82YC8jm6x-Q_chunk4_data2_task1,Does the patient suffer from depression?,"The patient may be experiencing symptoms of depression, such as a lack of interest or pleasure in activities that they used to enjoy, and changes in appetite. However, it is important to note that these symptoms can also be caused by other factors, such as stress or medication side effects. A proper medical evaluation would be needed to determine if depression is a likely cause of the patient's symptoms."
8N1PzEFw0oE_chunk30_data1_task3,What is the stress cause here?,The stress cause in this sentence is on the syllable 'one'.
k_78UKFERGE_chunk33_data2_task3,What is the stress cause here?,"The speaker does not explicitly state the stressor, but implies it is related to their personal circumstances or experiences."
kuhImFdGW_w_chunk5_data1_task3,What cause of depression does this show?,"The audio does not explicitly mention depression. The sentence suggests that the place being referred to may be a location where someone goes to cut, possibly a salon or a barbershop. However, without additional context, it cannot be determined if this is the cause or a symptom of depression."
LuuKIF4-F_Q_chunk12_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
tlQHg2Rbm60_chunk8_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of a speech and language disorder, specifically stuttering and soft voice."
XUVQ5dGB1x0_chunk16_data4_task1,Does the patient suffer from depression?,The patient does not necessarily suffer from depression but is expressing dissatisfaction with their life situation.
5UHbkDeYYYY_chunk31_data2_task3,What is the stress cause here?,The speaker feels it's too hard to do well based on the sound of things.
mfe8OzzArGc_chunk18_data2_task2,What mental disorder does this person show?,The person is expressing feelings of depression and hopelessness.
_HIotEzcUEU_chunk8_data2_task2,What mental disorder symptoms does the patient show?,The patient shows signs of depression.
9om2tedf9oo_chunk5_data1_task3,What is the stress cause here?,The pain is described as a sharp stabbing sensation.
wSrpYVszdms_chunk12_data1_task4,Does the emotional wellness dimension exist here?,"The statement does not explicitly mention emotional wellness, but it may imply a desire for personal growth or self-exploration."
fK70IxJ4nP0_chunk23_data2_task1,Does the patient suffer from stress?,"Yes, the patient mentions that she is under a lot of stress trying to pass through the manager test and other things they have to do to get the position."
k_78UKFERGE_chunk38_data1_task2,What mental disorder symptoms does this patient show?,The patient shows symptoms of anxiety.
88qr91P1lsA_chunk46_data1_task3,What cause of depression does this show?,The audio suggests that depression can result from changes in behavior and trauma or connections related to those behaviors.
km_ZGAVsr20_chunk13_data1_task2,What mental disorder symptoms does the patient show?,The patient has become worse because of alcohol.
8K4HW6_MvoU_chunk7_data1_task3,What is the stress cause here?,The speaker is worried about what will happen after they get up there.
LmB3ZQ2F1MY_chunk13_data1_task3,What is the stress cause here?,The speaker does not specify the exact cause of their stress.
q58A-IM8iUs_chunk22_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows hallucinations, as indicated by seeing voices and shadows."
RMvHw_RuPPk_chunk6_data3_task3,What cause of depression does this show?,The audio does not specifically state the cause of the person's depression.
3ydZbOjDZ70_chunk23_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of a mood disorder, specifically depression."
9ZuwEWLHHHY_chunk9_data2_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of anxiety, as indicated by their expression of feeling overwhelmed and a desire to leave the location."
PtCj7ecyHjg_chunk13_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by their speech pattern and mood."
sDrakgSYvzc_chunk13_data1_task3,What is the stress cause here?,The speech does not provide enough context to determine the specific stressor.
SNstOn6owcI_chunk19_data2_task2,What mental disorder symptoms does the patient show?,The patient shows a negativeistic view and was not able to see things positively before.
hjI-MRpv7PM_chunk10_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows a lack of interest or pleasure in activities that were once enjoyable, as well as feelings of sadness and hopelessness."
7De6VY8P9hY_chunk8_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of anxiety.
lrnkEQRUyJM_chunk8_data2_task3,What is the stress cause here?,"The speaker is experiencing a stressful situation because child welfare workers are crawling all over their house, and their mother is upset about it, causing nosy neighbors to gossip."
KRDH89uP8wI_chunk2_data2_task2,What mental disorder symptoms does the patient show?,The patient is exhibiting symptoms of depression.
8mQZzlQXK1Q_chunk7_data2_task2,What mental disorder symptoms does the patient show?,The patient shows signs of paranoia.
Yv9QS8KJnDE_chunk2_data1_task1,Does the patient suffer from loneliness?,"No, the patient does not seem to suffer from loneliness as they have a network of friends that includes strong and weaker connections, and they meet new people through traveling."
9cYeZdKeXsc_chunk4_data1_task1,Does the patient suffer from stress?,"Yes, the patient expresses distress about the workload and the requirement to do volunteer work, which seems to be overwhelming."
_gPcDRVALVo_chunk25_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of anxiety, as indicated by their difficulty taking a deep breath and fidgeting."
sErapRr-Na0_chunk15_data2_task3,What cause of depression does this show?,"The audio does not specifically mention depression, but the topic discussed may contribute to feelings of isolation or loneliness, which are common triggers for depression."
gbBn8EzZx3w_chunk11_data4_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
X4OEhMWbSss_chunk20_data1_task3,What cause of depression does this show?,The audio does not explicitly mention depression or any specific cause of it.
A-m_aIQfXZA_chunk19_data1_task1,Does the patient suffer from loneliness?,"Yes, the patient is feeling lonely and is looking for ways to feel more supported."
n17O4_Uy6Vk_chunk6_data2_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of a mental disorder characterized by aggressive behavior and extreme jealousy, as well as hallucinations and delusions involving her husband, Dave."
Gt1dCRfv_Lc_chunk12_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of paranoia.
sDrakgSYvzc_chunk26_data2_task3,What cause of depression does this show?,The audio does not provide information about the specific cause of depression.
nFwAiO22g4Y_chunk48_data2_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
ofnnuwscA1Y_chunk9_data1_task1,Does the patient suffer from stress?,"Yes, the patient has been under a lot of stress lately."
FYwSVpGOd3g_chunk8_data1_task3,What is the stress cause here?,"The sentence does not contain any words that indicate a specific source of stress. The word ""that"" is an article and does not carry any inherent stress. The other words are all nouns, pronouns, or prepositions, which do not typically carry stress."
k_78UKFERGE_chunk45_data3_task3,What is the stress cause here?,The speaker does not specify the cause of their anxiety.
